,location,cafe_name
0,강남역,카페노티드 청담
125,강남역,블루보틀 역삼
166,강남역,랑데자뷰 강남점
196,강남역,꽁티드툴레아 도산점
225,강남역,카페캠프통 압구정살롱점
242,강남역,10꼬르소꼬모카페
299,강남역,썸띵어바웃커피
337,강남역,카페써드
339,강남역,펠트커피 도산공원점
382,강남역,아우어베이커리 싸이더스점
400,강남역,소진담 신사점
441,강남역,파넬카페
471,강남역,껠끄쇼즈
506,강남역,달링키친
536,강남역,고센
614,강남역,에잇디
636,강남역,로얄마카롱
667,강남역,크리에잇쿠키 역삼점
684,강남역,미엘
757,강남역,세드라
785,강남역,겟썸커피
822,강남역,더닐크팩토리 가로수길지점
856,강남역,맷카페
895,강남역,SM타운카페
900,강남역,이브닝블루
909,강남역,세시셀라 도산공원점
991,강남역,마일스톤커피
1053,강남역,데칸트
1080,강남역,카페레이어스튜디오
1090,강남역,빵어니스타 압구정점
1118,강남역,클라우즈비
1142,강남역,67soho
1172,강남역,카페블라썸 강남점
1196,강남역,듀자미
1302,강남역,트리아농
1327,강남역,빌리엔젤 강남역점
1368,강남역,가비터
1395,강남역,기욤 청담점
1456,강남역,도레도레 신사점
1550,강남역,가배도 신논현점
1597,강남역,연립빵공장
1681,강남역,쉼스토리
1695,강남역,키이스케이프 강남점
1697,강남역,루프808
1735,강남역,카페인더핑크
1743,강남역,트리스트
1758,강남역,아우어커피 강남점
1786,강남역,폴인팬케이크 강남점
1816,강남역,다노이 선릉점
1820,강남역,룸서비스301
1850,강남역,타이거슈가 청담점
1857,강남역,웻커피 신사점
1875,강남역,논탄토
1907,강남역,치카리셔스
1917,강남역,파시0914
1920,강남역,카페뮬라
1948,강남역,정식카페
1964,강남역,까치화방 강남점
1991,강남역,카페키츠네 서울
2004,강남역,수수커피
2049,강남역,평화다방 강남역점
2076,강남역,테라로사 코엑스점
2125,강남역,이디야커피랩
2225,강남역,디올카페
2236,강남역,수수커피 가로수길점
2264,강남역,식물원282
2281,강남역,비트포비아 강남던전점
2287,강남역,카페봄
2292,강남역,코드케이 강남점
2306,강남역,카페알케미
2333,강남역,커피스미스 가로수길점
2376,강남역,카페그라쎄
2395,강남역,나이브커피
2401,강남역,스타벅스 청담스타R점
2421,강남역,모스가든
2431,강남역,모찌방
2443,강남역,겟썸커피 신사점
2463,강남역,브라운핸즈 도곡점
2496,강남역,후웨이즈텐카민
2509,강남역,아임뮤트
2540,강남역,투썸플레이스 신논현역점
2575,강남역,브라운홀릭
2608,강남역,나따오비까 신사점
2639,강남역,엠마앤리아
2667,강남역,스크렘
2687,강남역,아카시아
2696,강남역,르사이트
2711,강남역,이스트덜위치
2722,강남역,타이거슈가 삼성로점
2725,강남역,파란만잔
2739,강남역,카페엘씨엘로
2749,강남역,룸카페 바니
2753,강남역,데바스테이트 청담본점
2766,강남역,에이바우트커피 서울역삼점
2776,강남역,뮬리
2785,강남역,날웃게해
2792,강남역,숲숨그레이
2837,강남역,난만
2839,강남역,오너스
2848,강남역,루소랩 청담점
2877,강남역,마크레인커피
2896,강남역,헤이미
2913,강남역,맨션나인 위드인라운지 신사점
2917,강남역,마이쏭
2966,강남역,카페뮤제
2976,강남역,와인북카페
2994,강남역,카시나아카디움
3006,강남역,어반81
3016,강남역,카페수수히
3017,신촌,더파이홀
3120,신촌,고르드
3187,신촌,그릭데이 이대점
3228,신촌,독수리다방
3296,신촌,에이투지카페
3326,신촌,와플잇업 이대2호점
3383,신촌,클로리스 신촌점
3496,신촌,빌리엔젤 신촌점
3524,신촌,카페미뇽 신촌점
3543,신촌,스타벅스 이대R점
3571,신촌,지구별고양이
3583,신촌,레드버튼 신촌점
3592,신촌,베어스덴
3609,신촌,스타벅스 신촌점
3636,신촌,타르타르 신촌점
3654,신촌,투썸플레이스 신촌점
3697,신촌,곰미커피
3707,신촌,호밀밭
3964,신촌,타이거슈가 신촌점
3980,신촌,방탈출 룸익스케이프 화이트점
3989,신촌,원앤온리커피
3994,신촌,휴
4001,신촌,커피DZ 신촌점
4009,신촌,라플로레종
4025,신촌,주야창천
4029,신촌,할리스커피 신촌점
4055,신촌,문베어
4063,신촌,설빙 신촌점
4107,신촌,벤치커피스튜디오
4119,신촌,더클루 신촌프리미엄점
4130,신촌,카페 코지
4147,신촌,스타벅스 신촌역점
4154,신촌,잉겔스
4165,신촌,꾼낚시카페 홍대신촌점
4169,신촌,스타벅스 신촌명물거리점
4186,신촌,미네르바
4214,신촌,내사랑
4225,신촌,카페페라 본점
4255,신촌,커피스미스 신촌연대점
4272,신촌,방탈출제로
4275,신촌,에어플레인모드
4285,신촌,스타벅스 연세종합관점
4296,신촌,티앙팡 오후에 홍차 1호점
4349,신촌,메종드시크릿 방탈출카페
4351,신촌,꽃피다이화다방
4368,신촌,투썸플레이스 동교동삼거리점
4373,신촌,그레이프라운지 이대점
4382,신촌,책다방 위숨
4395,신촌,메가커피 신촌점
4397,신촌,탐앤탐스 신촌점
4411,신촌,커피빈 신촌점
4416,신촌,암흑카페
4423,신촌,세렌디피티
4433,신촌,스타벅스 이대ECC점
4444,신촌,스타벅스 연대동문점
4449,신촌,와플덴 이대정문점
4459,신촌,미스터힐링 신촌점
4468,신촌,투썸플레이스 이대역점
4474,신촌,여우사이
4501,신촌,이디야커피 신촌역점
4517,신촌,마이헬싱키카페
4523,신촌,할리스커피 신촌연세로점
4530,신촌,파스쿠찌 신촌연세대점
4544,신촌,탐앤탐스 신촌로터리점
4557,신촌,영랜드
4559,신촌,언플러그드 신촌점
4570,신촌,유원섬커피
4579,신촌,공차 신촌연세로점
4595,신촌,스타벅스 연세백양로점
4612,신촌,빽다방 신촌역점
4627,신촌,라오샹하이
4633,신촌,스타벅스 신촌아트레온점
4643,신촌,벨라프라하
4671,신촌,이디야커피 신촌기차역점
4675,신촌,마이시크릿메이트까페더샤리마
4680,신촌,라이프커피 이대점
4691,신촌,카페프린세스스토리
4697,신촌,방탈출카페 덫
4704,신촌,꿈꾸는반지하
4712,신촌,파파
4725,신촌,스타벅스 연대점
4733,신촌,놀숲 이대점
4749,신촌,넥스트에디션 신촌점
4752,신촌,카페카페
4781,신촌,어반앨리스
4790,신촌,스튜디오웝
4797,신촌,카페봄봄 이화여대점
4800,신촌,카페문
4802,신촌,데블다이스 신촌점
4806,신촌,공차 이대점
4819,신촌,더파니니
4828,신촌,빈스빈스 신촌연대점
4836,신촌,옥루몽 신촌본점
4907,신촌,차미리 연대점
4910,신촌,커피디바인 신촌점
4911,신촌,바나프레소 이대점
4915,신촌,밀탑 신촌점
4950,신촌,쥬씨 신촌점
4954,신촌,보드스쿨 신촌점
4956,신촌,이디야커피 연세대점
4962,신촌,카페봄날
4966,신촌,이디야커피 동교동점
4970,신촌,피망과토마토
4980,신촌,더벤티 신촌점
5000,신촌,파가니니
5008,신촌,파티오
5013,신촌,아마스빈 신촌점
5020,신촌,신촌반지클럽
5025,신촌,헌치브라운
5042,신촌,원없이
5053,신촌,컴포즈커피 신촌연세대점
5059,신촌,공차 연세암병원점
5066,신촌,청키파이
5074,신촌,마리웨일237 신촌아트레온점
5077,신촌,베가니끄
5089,신촌,수카페&쿠킹스튜디오
5092,신촌,커피크레페 본점
5101,신촌,에로스 사주카페
5109,신촌,아마스빈 이대점
5116,신촌,투썸플레이스 신촌연세로점
5117,신촌,방탈출ESC
5118,신촌,버블티킹
5123,신촌,모모커피
5124,신촌,초코블로썸
5171,신촌,타로카페썸
5172,신촌,고스트요거트 이대점
5179,신촌,신우유기
5181,신촌,페이즈
5183,신촌,레인트리
5197,신촌,에잇비돌체 신촌점
5198,신촌,카페자마레코드
5206,신촌,신촌로스팅라이브러리
5207,신촌,어썸차드 신촌점
5211,신촌,소원나무
5214,신촌,사주카페큐
5217,신촌,공차 이대익스프레스점
5223,신촌,카페바인 홍대점
5225,신촌,날마다 이대점
5226,신촌,아토
5227,신촌,명동사주카페
5240,신촌,카페쥬디
5245,신촌,프린세스다이어리
5251,신촌,앨리스
5256,신촌,파스쿠찌 연세우리라운지점
5258,신촌,팔공티 이화여대점
5263,신촌,코피발리 연대점
5267,신촌,안다르커피
5269,신촌,엘피스
5273,신촌,파티션 WSC
5276,신촌,참을성커피
5282,신촌,카페포엠
5285,신촌,마호가니 연세대학교점
5288,신촌,카페언더우드
5289,신촌,라플로르
5290,신촌,한숨
5292,신촌,브이알지카페
5295,신촌,멜론콜리
5298,신촌,팔공티 신촌점
5299,신촌,콩
5303,신촌,카페낢진 신촌점
5304,신촌,카페프루티
5307,신촌,샤갈의눈내리는마을
5308,신촌,체화당
5313,신촌,나띵벗커피
5319,신촌,더착한커피 이대점
5322,신촌,파스쿠찌 연세세브란스2호점
5323,신촌,섬
5327,신촌,스마일데이즈
5330,신촌,아이스베리 신촌점
5331,신촌,마시그래이 이대점
5335,신촌,사주랑타로랑
5336,신촌,케이브커피
5338,신촌,카페마지오
5341,신촌,커피쥬세요
5342,신촌,더블루스
5345,신촌,블루포트 이화여대점
5347,신촌,파란상자
5349,신촌,카페스위밍풀
5350,신촌,우후루
5351,신촌,카페퐁당
5352,신촌,카페베네 연세의료원점
5353,신촌,포토카페엔
5356,신촌,더 원더러스 코너
5357,신촌,사주카페
5359,신촌,카페다름
5361,신촌,닻사주타로
5362,신촌,수밀리
5363,신촌,운이좋은아이
5365,신촌,배꽃커피
5366,신촌,쥬시빈 이대점
5367,신촌,휴롬주스카페 신촌세브란스점
5368,신촌,커피콩즙
5369,신촌,펀까페
5372,신촌,작은카페
5373,신촌,뚜뚜아미
5374,신촌,버블트리 이화여대점
5376,신촌,더빈
5379,신촌,레몬트리
5381,신촌,고양이다락방
5382,신촌,러브스토리 신촌점
5386,신촌,커피섬
5387,신촌,CNN카페 이화여대점
5389,신촌,칸타트
5391,신촌,홈즈앤루팡 신촌점
5392,신촌,커피마루
5393,신촌,볼앤체인
5394,신촌,ROCK
5396,신촌,이지웨이 이대점
5398,신촌,엔젤디오커피
5399,신촌,체리파이
5408,신촌,Take 10Cafe
5479,신촌,더팬 신촌점
5493,신촌,이디야커피 연대서문점
5496,신촌,아지트커피 연대서문점
5502,신촌,호이차 연대서문점
5505,신촌,댓커피
5514,신촌,앤트러사이트 연희점
5585,신촌,카페공든
5599,신촌,시간이머무는홍차가게
5628,신촌,스타벅스 연희DT점
5655,신촌,스텔라커피
5670,신촌,연희다방
5673,신촌,히브루스
5687,신촌,마리아칼라스
5715,신촌,스타벅스 연희동점
5724,신촌,카페언더바
5728,신촌,커핀그루나루 이대점
5735,신촌,알레스카페
5754,신촌,커피쏭
5755,신촌,스타벅스 신촌오거리점
5769,신촌,웨이크컵
5777,신촌,콘하스 연희점
5861,신촌,카페 오분
5864,신촌,메가커피 연희점
5871,신촌,스플릿세컨드
5873,신촌,랭귀지랩
5878,신촌,크림필즈 연희본점
5909,신촌,투썸플레이스 신촌대로점
5923,신촌,더퍼즐
5940,신촌,연희38애비뉴
5948,신촌,커피베이 이대역점
5953,신촌,빙달 연희점
5958,신촌,맥널티커피팩토리
5971,신촌,이디야커피 신촌그랑자이점
5974,신촌,담
5976,신촌,커피더맨 추계예대점
5979,신촌,카페떼르
5982,신촌,이디야커피 연희삼거리점
5984,신촌,모리츠플라츠
6002,신촌,카멜롯 연희점
6003,신촌,보데이셔스
6007,신촌,비하인드리메인
6016,신촌,몽듀
6017,신촌,오트뤼
6021,신촌,레이지나인
6025,신촌,해피데이
6026,신촌,소디스커피
6030,신촌,더블유피
6038,신촌,투썸플레이스 마포대흥점
6048,신촌,두드림
6052,신촌,연희커피
6062,신촌,쥬씨 신촌이마트점
6064,신촌,써밋
6092,신촌,문카페
6093,신촌,카페리코
6095,신촌,엠드엠
6097,신촌,이디야커피 신촌로터리점
6103,신촌,위지안
6108,신촌,캐틀앤비 연희점
6109,신촌,르솔레이
6143,홍대,앤디스커피
6162,홍대,브런치가
6214,홍대,1984
6259,홍대,943킹스크로스
6345,홍대,룸즈에이 홍대점
6354,홍대,피오니 홍대점
6813,홍대,테일러커피 서교점
6937,홍대,타이거슈가 홍대본점
6970,홍대,톤앤매너
6985,홍대,공상온도
6996,홍대,이미
7080,홍대,카페장쌤
7138,홍대,W카페
7147,홍대,더페이머스램
7244,홍대,모두막
7246,홍대,작당모의
7301,홍대,태양커피 홍대점
7331,홍대,도화서가 홍대점(휴업중)
7350,홍대,비라티오 홍대점
7384,홍대,카페 지금여기
7389,홍대,오랑지
7439,홍대,버터밀크
7544,홍대,쇼콜라윰
7600,홍대,카페레드빅
7646,홍대,8810 리스트레토바
7672,홍대,애프터눈커피
7679,홍대,블랑
7747,홍대,데얼커피
7760,홍대,민트하임
7788,홍대,랑데자뷰 서교점
7832,홍대,르쁘띠푸 홍대본점
7929,홍대,모멘트커피 1호점
7946,홍대,히어로보드게임카페 홍대1호점
8003,홍대,카페요호(휴업중)
8037,홍대,땡스네이쳐
8079,홍대,C27 홍대점
8088,홍대,모멘트커피 2호점
8115,홍대,까페얌
8123,홍대,빌리엔젤 홍대점
8159,홍대,카페디원피스
8175,홍대,스타벅스 홍대역점
8202,홍대,그릭데이 홍대점
8219,홍대,대충유원지
8250,홍대,라뚜셩트
8276,홍대,수카라
8392,홍대,카페로제
8396,홍대,폴인팬케이크
8438,홍대,필로
8444,홍대,스타벅스 홍대입구역사거리R점
8470,홍대,논탄토 연남점
8499,홍대,러빈허 플라워&갤러리 카페
8514,홍대,코코샌드
8526,홍대,카페그랑주
8532,홍대,스타벅스 홍대공항철도역점
8546,홍대,랜디스도넛 연남점
8624,홍대,루바브
8654,홍대,미라보양과자점
8668,홍대,연남방앗간
8702,홍대,스타일난다 핑크풀카페 홍대점
8705,홍대,리플로우
8722,홍대,밀로커피로스터스
8781,홍대,럭키티 홍대본점
8787,홍대,모파상
8855,홍대,히어로보드게임카페 홍대2호점
8881,홍대,카페스케치북
8894,홍대,펠른
8921,홍대,투썸플레이스 홍대걷고싶은거리점
8926,홍대,아날로그가든
8954,홍대,와플몬스터 홍대본점
8965,홍대,재미난조각가 홍대점
8980,홍대,홍콩다방
8981,홍대,딥커피
9035,홍대,일쩜오플로어 연남
9050,홍대,설빙 홍대입구역점
9087,홍대,알디프
9093,홍대,베이브
9098,홍대,비밀의화원 홍대점
9117,홍대,휴카페
9121,홍대,팀플레이스
9126,홍대,라헬의부엌 홍대점
9138,홍대,유포테이블카페 홍대점
9143,홍대,딩굴딩굴알타미라
9156,홍대,싸인이스케이프 홍대점
9157,홍대,머쉬룸카페
9161,홍대,랠리포인트
9177,홍대,커피짱
9183,홍대,커피빈 홍대역점
9190,홍대,코이크
9203,홍대,모리츠플라츠
9221,홍대,미어캣프랜즈
9246,홍대,콜마인
9287,홍대,듀윗
9313,홍대,카페멜로우
9332,홍대,아쿠아쿠카페
9344,홍대,할리스커피 홍대입구역점
9359,홍대,구름뜬하늘
9365,홍대,미스터힐링 홍대역점
9374,홍대,공차 홍대점
9408,홍대,백란다방
9415,홍대,리쏘네
9417,홍대,할리스커피 홍대역점
9426,홍대,매직큐브 홍대직영2호점
9428,홍대,가비애
9460,홍대,코발트무드
9475,홍대,커피스미스 홍대점
9496,홍대,데일리라운드
9510,홍대,커피스튜디오
9521,홍대,커피랩
9622,홍대,더루미
9632,홍대,반지대학 홍대본점
9660,홍대,낙랑파라
9702,홍대,도토리앤다람쥐
9712,홍대,코마이스케이프 홍대점
9742,홍대,비스위트온
9854,홍대,트래블메이커
9880,홍대,아비아채 서울홍대점
9890,홍대,칼디커피
9920,홍대,메리마카롱
9946,홍대,투사이즈코리아
9957,홍대,보드놀이터
9962,홍대,더귀여워
9988,홍대,이제마스터디클럽 홍대점
9993,홍대,17도씨
10032,홍대,집사의하루 홍대점
10058,홍대,케이트앤케이크
10063,홍대,메이비
10071,홍대,러비니돌
10072,홍대,포라운지
10086,홍대,더조커 홍대2호점
10087,홍대,커피탐이나
10089,홍대,디저트머라이언
10116,홍대,오피스오브
10130,홍대,홍대반지카페 본점
10138,홍대,라포레스타
10144,홍대,브리오슈도레 서교동점
10152,홍대,그린클라우드
10166,건대,아르무아
10198,건대,도우터
10214,건대,카페히릿
10225,건대,아오스요거트
10251,건대,비에이치테이블
10265,건대,최가커피
10334,건대,밀피
10347,건대,랑데자뷰 건대점
10354,건대,커피나무 건대입구역점
10369,건대,냥토피아
10376,건대,마우스레빗
10426,건대,카페K375
10456,건대,북카페세모
10462,건대,CAFE22
10471,건대,카페온더플랜 건대점
10486,건대,스타벅스 건대입구점
10514,건대,오페뜨 건대점
10526,건대,온더볼륨
10532,건대,플레이독스
10537,건대,앨리스룸카페
10542,건대,도쿄빙수 건대점
10560,건대,키랩보드게임 룸카페 건대본점
10572,건대,리밀커피&밀리마카롱
10588,건대,투썸플레이스 건대입구점
10617,건대,스타벅스 건국대
10625,건대,레이니레인
10631,건대,카페오로시
10647,건대,칼레오 커피로스터스
10677,건대,홍콩다방 건대점
10689,건대,다빈치보드게임카페
10694,건대,커피마켓
10717,건대,타이거슈가 건대점
10723,건대,카페호이 자양점
10737,건대,벨롱에스프레소
10766,건대,소단
10770,건대,히어로보드게임카페 건대1호점
10789,건대,할리스커피 건대일감호수점
10799,건대,설빙 건대직영2호점
10827,건대,카페코튼
10842,건대,넥스트에디션 건대2호점
10847,건대,스타벅스 건대스타시티
10857,건대,엔제리너스 건대역점
10872,건대,치즈팩토리
10885,건대,폴바셋 더클래식500점
10892,건대,탐앤탐스 탐스커버리 건대점
10905,건대,알렉산더플라츠
10908,건대,마리웨일237 건대입구점
10914,건대,꼬메노
10950,건대,스타벅스 건국클래식
10960,건대,할리스커피 건대입구점
10973,건대,검정고무신 건대입구점
10977,건대,필라멘트
10982,건대,안다미로팬케이크
10990,건대,카페704호
11000,건대,할리스커피 화양점
11007,건대,스타벅스 자양사거리
11015,건대,히어로보드게임카페 건대본점
11027,건대,열매제과점
11053,건대,스타벅스 구의역
11069,건대,보드스토리 건대점
11070,건대,투썸플레이스 건대스타시티점
11077,건대,카페시벳 건대점
11093,건대,공차 건대점
11110,건대,스타벅스 구의DT
11127,건대,키랩보드게임 룸카페 프리미엄점
11130,건대,미스터힐링 건대점
11142,건대,투썸플레이스 구의역점
11147,건대,우연히 봄
11149,건대,솔버 건대1호점
11150,건대,색깔있는사주
11156,건대,이디야커피 건대예술대점
11158,건대,투고커피박스
11160,건대,탐앤탐스 탐스커버리 광진화양점
11168,건대,고망고
11185,건대,나인원 건대점
11186,건대,에스프레소바시
11191,건대,쥬씨 건대점
11202,건대,옥루몽 어린이대공원역점
11209,건대,빽다방 건대역화양점
11215,건대,모서리에커피집
11216,건대,펠어커피 구의점
11221,건대,커피빈 건대스타시티점
11228,건대,이스케이프플랜
11238,건대,597카페
11244,건대,카페26
11247,건대,바나프레소 건대역점
11251,건대,공차 어린이대공원역점
11256,건대,롬곡
11264,건대,보리스
11279,건대,자양제일커피
11284,건대,미어캣족장
11301,건대,스타벅스 어린이대공원역
11320,건대,더메이즈 건대점
11329,건대,띵킹커피
11356,건대,벌툰 건대점
11364,건대,코드네임블랙 건대점
11370,건대,팬더스윗
11375,건대,우주로캣
11382,건대,퐁퐁플라워 건대센터
11387,건대,꿈꾸다917
11394,건대,스타벅스 자양점
11411,건대,아이오쓰리
11413,건대,골든라이언
11416,건대,엔제리너스 건대영존점
11421,건대,룸카페 티파니
11424,건대,놀숲 건대점
11434,건대,커피디지 건대입구점
11437,건대,애드앤드
11444,건대,안티크코코 건대점
11451,건대,엔제리너스 롯데시네건대점
11458,건대,해피니스디저트 건대점
11471,건대,테이큰커피 건대점
11477,건대,빽다방 건대로데오점
11481,건대,오프로드커피
11482,건대,설빙 세종대점
11490,건대,퍼스트펭귄
11494,건대,"오늘도,내일도"
11509,건대,와이낫
11513,건대,요거프레소 건국대점
11515,건대,공차 건대스타시티점
11522,건대,줄리&몰리
11523,건대,공차 건대로데오점
11532,건대,서울230
11536,건대,하늘물고기
11555,가로수길,C27 가로수길본점
11710,가로수길,듀자미
11816,가로수길,도레도레 신사점
11910,가로수길,연립빵공장
11994,가로수길,논탄토
12026,가로수길,미노스
12033,가로수길,하이헤이헬로
12049,가로수길,할리스커피 세로수길점
12058,가로수길,이코복스커피 신사점
12088,가로수길,더케익스토리
12101,가로수길,카페봉수아
12107,가로수길,슈퍼말차 가로수길
12114,가로수길,아러바우트 신사
12118,가로수길,커피빈 뉴가로수길점
12132,가로수길,오버더카운터
12148,가로수길,시그널헌터 가로수길점
12149,가로수길,위펀
12150,가로수길,빽다방 신사역점
12153,가로수길,언더핑크
12162,가로수길,사주카페술
12170,가로수길,컬렉션서울
12183,가로수길,빈스빈스 가로수길점
12186,가로수길,아트씨
12199,가로수길,오너스그램
12202,가로수길,청수당갤러리
12210,가로수길,크레이지호스
12235,가로수길,가로수다방
12236,가로수길,리빙룸
12237,가로수길,레스빠스
12241,가로수길,리치카페
12243,가로수길,연립커피
12244,가로수길,또마
12245,가로수길,에이커스
12259,가로수길,베질루르
12304,가로수길,레이브릭스
12374,가로수길,오리지널 팬케이크하우스 가로수길점
12476,가로수길,카페에이빈
12478,가로수길,평화다방
12483,가로수길,소나
12534,가로수길,라에스키모
12538,가로수길,마일스톤커피
12600,가로수길,테일러커피 신사점
12642,가로수길,라빠뜨
12668,가로수길,아임뮤트
12694,가로수길,겟썸커피 신사점
12714,가로수길,카페드파리스 가로수길점
12723,가로수길,마망갸또 신사가로수길점
12943,가로수길,카페AT
12945,가로수길,컨플릭트스토어커피
12975,가로수길,발리와
12977,가로수길,일파운드
12978,가로수길,피르마
12982,가로수길,야카모즈
12985,종로,카페노티드 안국
13043,종로,블루보틀 삼청한옥
13148,종로,어니언 안국점
13239,종로,산모퉁이
13533,종로,스태픽스
13578,종로,포비 광화문점
13669,종로,프릳츠 원서점
13743,종로,더피아노(2021년4월까지 휴업)
13787,종로,포비브라이트 광화문점
13801,종로,아키비스트
13851,종로,청수당
13881,종로,테라로사 광화문점
13970,종로,레이어드
14112,종로,학림다방
14247,종로,개뿔
14287,종로,인왕산 대충유원지
14321,종로,카페아르크
14340,종로,올모스트홈카페 아트선재센터점
14363,종로,동백양과점 익선점
14433,종로,나무사이로
14532,종로,내자상회
14566,종로,부빙
14628,종로,카페뎀셀브즈 종로점
14855,종로,하이웨스트 익선
14881,종로,그린마일커피 북촌점
14913,종로,클럽에스프레소
15067,종로,H라운지
15074,종로,호텔세느장
15125,종로,밀크홀1937 종로점
15153,종로,카페키이로
15182,종로,제이히든하우스
15193,종로,차마시는뜰
15289,종로,그레인바운더리
15297,종로,커피스트
15396,종로,라카페갤러리
15428,종로,칠린
15448,종로,오제도
15478,종로,반쥴
15548,종로,메종드아베크엘
15568,종로,한옥찻집
15583,종로,호아드
15610,종로,대오서점
15639,종로,mk2
15692,종로,하이버
15709,종로,슬로우파크
15720,종로,펠트커피 광화문점
15758,종로,통인스윗
15829,종로,끼룩하우스
15842,종로,도트블랭킷
15871,종로,통인동커피공방
15946,종로,사직커피
15966,종로,빌리엔젤 대학로점
15981,종로,블루보틀 광화문
15993,종로,카페이마
16132,종로,커피한약방 혜화점
16142,종로,가배도 삼청점
16160,종로,미담헌
16189,종로,테르트르카페
16209,종로,결
16236,종로,스타벅스 더종로R점
16289,종로,코피티암커피 경복궁점
16334,종로,로코랩
16364,종로,베어카페
16391,종로,카페온화 익선점
16419,종로,하프커피 안국점
16433,종로,빌리엔젤 광화문점
16439,종로,와이엔
16468,종로,TXT커피
16494,종로,스타벅스 광화문R점
16548,종로,오디디
16557,종로,하이제씨
16577,종로,커피한잔
16605,종로,공공거실
16635,종로,블루룸
16673,종로,에일당
16724,종로,커브드커피
16736,종로,데미타스
16769,종로,뉴오리진 광화문점
16774,종로,카페트레블
16791,종로,프리시즌
16818,종로,풍류관
16834,종로,카페마마스 광화문점
16933,종로,폴바셋 광화문점
17009,종로,혜화역4번출구카페제이드
