,커피/Noun,가격/Noun,직원/Noun,분위기/Noun,디저트/Noun
낫다/Verb,3.7838764e-16,4.5175042e-18,1.0889584e-20,1.6398253e-17,6.1019646e-19
기다림/Noun,9.407332e-15,6.8194456e-20,1.3348116e-18,6.15774e-17,1.2648503e-17
침/Noun,2.0731875e-16,9.413868e-22,5.3198558e-18,1.07995463e-16,1.4307333e-18
관련/Noun,1.875134e-17,6.3300675e-21,3.0043762e-17,6.40079e-17,1.0310656e-17
소개팅/Noun,1.5652815e-17,1.0128968e-21,3.4473566e-19,1.7548797e-16,1.1279064e-19
약/Noun,3.8076848e-14,3.568547e-17,1.4319673e-18,5.128784e-15,1.1709791e-16
우려/Noun,6.5525834e-16,3.74518e-21,5.2994567e-19,9.74203e-18,1.636492e-20
가져다주다/Verb,4.834946e-16,2.8597682e-20,2.0944333e-18,1.2657771e-17,4.1238216e-19
높이/Noun,4.7482123e-18,9.652905e-20,1.02388804e-19,9.597139e-19,3.0967132e-21
싸가지/Noun,4.631749e-18,6.3807584e-22,2.5683103e-16,5.9337326e-18,8.4630134e-20
예상/Noun,2.1817837e-17,2.8451113e-20,7.590828e-20,8.590199e-18,9.13975e-19
에인절/Noun,1.0939151e-16,1.1600388e-21,2.0425068e-19,2.006345e-17,3.3278618e-18
그날/Noun,1.8394079e-15,5.723566e-20,7.073628e-18,1.1499084e-16,5.990931e-19
예민하다/Adjective,1.4916148e-17,5.4174106e-21,5.3006342e-17,4.6625438e-17,3.3428356e-19
접/Noun,3.2418823e-17,1.8785677e-20,1.1463103e-20,3.493881e-18,1.8389892e-20
회/Noun,9.697515e-15,2.4263792e-19,1.0638478e-17,2.874989e-16,3.516601e-17
노마/Noun,1.9578246e-13,6.828586e-19,1.453919e-17,2.884241e-14,5.921234e-16
공용/Noun,5.0943994e-18,1.4808971e-20,3.2701496e-18,9.136343e-17,4.5519263e-19
온도/Noun,5.6225624e-15,1.1268354e-19,1.3528566e-17,3.3243505e-16,3.659212e-17
메뉴인/Noun,1.163756e-16,2.4451271e-21,2.092682e-20,3.2445544e-17,3.9803488e-17
곧/Noun,1.7368125e-15,5.023723e-20,2.0057864e-17,4.606857e-15,5.3724723e-18
지나/Noun,1.9697853e-16,4.738179e-22,8.253581e-19,6.6899e-18,1.5445317e-19
번호/Noun,1.1701569e-17,4.796814e-21,2.028394e-16,6.326574e-19,1.7467821e-19
전형/Noun,9.822183e-18,7.2975496e-20,7.400494e-19,1.2645899e-17,1.236242e-19
배달/Noun,1.0476673e-15,8.535797e-21,4.103909e-18,1.8493333e-17,3.2178315e-17
더블/Noun,6.106215e-15,9.67746e-20,4.9006887e-20,4.7488313e-17,3.6112303e-18
반죽/Noun,1.9822908e-16,4.8287615e-20,1.4050467e-19,1.5069531e-18,5.7511924e-18
이동/Noun,2.5537304e-19,2.0711499e-22,3.611819e-20,5.4003288e-20,5.182044e-21
신사동/Noun,4.589827e-14,7.157041e-17,9.629299e-19,5.778374e-14,2.7102148e-16
보지/Noun,4.33539e-16,2.402467e-21,5.3413294e-18,4.781532e-17,1.6683243e-19
레시피/Noun,3.892838e-15,4.880987e-20,8.1718786e-18,2.7311676e-17,1.5091407e-16
섞이다/Verb,2.1790067e-16,1.6940972e-21,2.4523984e-18,3.3129663e-18,1.7434794e-20
안/VerbPrefix,5.200134e-17,7.700603e-21,8.123733e-18,3.3477375e-18,1.4758682e-18
문의/Noun,1.043526e-17,4.877722e-23,3.0073e-17,5.2403765e-18,3.5419602e-20
푸드/Noun,1.7998909e-16,4.142555e-18,3.3968265e-18,9.243298e-17,7.485594e-17
성의/Noun,2.5566485e-16,1.2198367e-19,9.3054596e-17,6.990532e-16,6.9367325e-18
미스/Noun,1.0411964e-16,2.862472e-22,9.009371e-22,2.983998e-18,7.3648325e-21
아이스티/Noun,2.9134234e-14,4.314445e-20,1.7987359e-18,4.221431e-15,1.117054e-15
내주다/Verb,7.577618e-17,6.399193e-20,9.149806e-17,1.1506713e-17,8.565134e-18
작년/Noun,3.8691504e-15,9.921781e-20,1.1573096e-17,4.735034e-15,1.3190298e-17
마키아토/Noun,2.7112484e-16,1.9409716e-23,2.1267947e-22,5.769736e-19,1.3153911e-18
파트너/Noun,5.325465e-16,7.922711e-21,3.831592e-12,5.096815e-16,1.0450153e-18
어어/Noun,1.02261315e-16,9.0033294e-21,6.2554467e-18,5.7134776e-16,2.6854496e-19
파우더/Noun,1.0191516e-15,1.462774e-19,8.079016e-18,6.4641367e-20,1.4801242e-19
제한/Noun,1.2625316e-17,7.637995e-21,4.6969393e-19,4.0764482e-18,6.0669833e-20
본점/Noun,1.850923e-15,1.2244354e-16,2.9838045e-18,1.1656271e-15,1.318235e-17
요구/Noun,1.663382e-17,1.7429873e-20,2.7704245e-16,2.8522426e-18,3.9916557e-20
게다가/Noun,8.2790086e-16,1.5476275e-20,2.508776e-17,1.1897467e-15,2.0125617e-17
애초/Noun,8.1180416e-16,2.0203134e-19,1.0682316e-17,9.3636786e-17,8.3985674e-19
유행/Noun,1.2945497e-16,3.0731052e-22,6.0171727e-21,2.7094691e-17,2.3698557e-19
힙/Noun,1.8581878e-16,7.644637e-22,1.0234305e-20,4.579225e-16,4.460392e-20
에그/Exclamation,1.9648848e-16,6.773298e-20,8.3016315e-21,2.0618914e-18,1.0029711e-17
새다/Verb,1.3306999e-16,4.834915e-21,2.3254477e-18,3.0998163e-17,6.1213387e-19
시절/Noun,1.123395e-16,6.3278707e-21,1.7089125e-17,6.2451056e-16,1.3687716e-18
얇다/Adjective,2.0431802e-16,2.0287611e-20,2.017895e-19,1.94475e-17,2.1338113e-19
퇴근/Noun,1.03895415e-17,9.020445e-22,2.2160053e-18,3.2456547e-18,3.831427e-18
블/Noun,2.6375137e-16,6.632004e-22,5.7813685e-19,5.1487738e-17,1.3511701e-17
데도/Eomi,7.70171e-16,1.662764e-20,3.436972e-18,2.0917355e-17,1.584348e-18
옹/Noun,4.7074784e-15,2.16633e-20,3.1663233e-18,7.2082546e-16,7.1387725e-17
부드러움/Noun,4.6593636e-16,1.03816867e-19,4.088968e-19,5.9218634e-17,2.1652168e-18
내용/Noun,4.0467507e-16,1.575511e-20,1.3646238e-15,8.42139e-16,4.180687e-18
품/Noun,5.3531017e-17,1.25369e-19,4.3341246e-20,1.4168625e-17,1.4351171e-18
어니언/Noun,3.0503295e-15,7.530201e-21,4.9143036e-18,4.3574088e-16,3.7956117e-18
칸/Noun,8.10859e-19,3.617788e-21,6.2830447e-18,1.03951705e-17,1.1351141e-20
베이스/Noun,1.1131453e-14,4.5890604e-20,8.3169766e-20,2.57602e-18,6.793148e-19
각종/Noun,1.503344e-15,3.074551e-20,8.368729e-19,1.4290608e-15,4.2351204e-17
덮다/Verb,1.2189361e-16,3.0749496e-20,3.2190087e-18,1.0779995e-16,3.4696418e-18
지역/Noun,1.0269333e-15,8.4631475e-19,4.5195706e-19,3.830552e-17,4.2518702e-19
붙이다/Verb,5.062956e-18,6.8460473e-23,6.540561e-19,7.6844417e-19,1.417065e-21
배우다/Verb,3.0450964e-16,2.2632544e-21,1.2709785e-17,6.8419657e-18,5.5458014e-19
지난/Noun,7.3798407e-16,5.779023e-22,1.0873198e-18,3.98714e-18,3.122563e-20
프레/Noun,1.8864926e-16,1.8637342e-21,1.320212e-18,2.2626374e-17,1.3514472e-19
매너/Noun,4.619702e-16,4.311286e-20,2.2081031e-14,1.9967724e-15,1.2302872e-17
훌륭/Noun,2.9466221e-12,1.9507247e-16,4.2290664e-17,3.5644588e-13,4.0595494e-14
출구/Noun,3.1903503e-20,2.752883e-24,2.1307007e-22,1.8728579e-20,1.996094e-23
마냥/Noun,9.673641e-16,5.5359672e-21,3.1186866e-17,1.0005408e-17,4.3534334e-18
접근성/Noun,3.571901e-15,2.5147263e-17,3.9463447e-18,9.5059585e-15,3.138269e-18
흡연실/Noun,1.4362852e-16,3.034736e-19,1.2130445e-17,1.41499564e-14,9.630549e-19
로스/Noun,2.189714e-16,3.1669016e-19,3.3945563e-20,3.3974004e-16,9.075615e-19
팔/Noun,7.870918e-16,1.0309078e-18,2.9886588e-17,5.9299566e-17,3.4540459e-18
탓/Noun,1.52305e-16,1.2419803e-19,9.749801e-18,5.7972507e-18,5.036296e-18
패션/Noun,7.7973713e-16,4.077315e-20,7.015152e-19,1.3731818e-16,7.015292e-17
놀/Noun,8.041109e-17,6.6049387e-22,8.11308e-18,2.6248555e-17,9.800728e-20
심해/Noun,1.2117415e-15,4.515555e-19,1.2526067e-16,2.8651478e-15,7.139912e-18
프라푸치노/Noun,9.10889e-16,7.419539e-21,1.1327275e-18,1.8738255e-17,1.1179273e-16
포스/Noun,7.9156544e-18,6.576805e-22,1.4461703e-16,2.4504068e-18,1.1259245e-19
더러/Noun,1.7502383e-18,5.8605423e-22,3.2896916e-19,1.2097259e-18,4.116978e-22
뜻/Noun,7.030379e-16,5.2435108e-20,8.9607927e-17,2.3657045e-16,8.042884e-18
자릿값/Noun,1.8163128e-13,1.2588011e-15,4.5315558e-17,2.6658136e-14,7.5193116e-16
낫/Noun,7.035684e-14,1.5755255e-17,6.6980197e-18,1.028196e-14,3.2452724e-17
정갈하다/Adjective,6.43711e-15,5.8848776e-20,3.357536e-17,3.119074e-13,7.3287785e-17
급하다/Adjective,6.6814075e-18,5.693658e-23,2.4454482e-18,1.792031e-18,1.1249635e-18
오미자/Noun,3.3321734e-15,2.1259927e-21,1.2626946e-18,2.7945946e-15,1.9452757e-18
타탄/Noun,7.691492e-16,2.7633562e-21,1.2989949e-19,6.969573e-17,2.9806888e-17
오리진/Noun,5.0603543e-16,2.81788e-21,1.2006364e-19,7.029812e-17,1.5557316e-19
칼/Noun,4.2983057e-16,5.2452314e-20,1.676082e-18,9.5373635e-18,3.209737e-19
머리카락/Noun,3.11076e-18,9.407617e-23,8.455499e-19,1.4503178e-18,6.8955165e-20
적당/Noun,1.4557075e-15,7.673248e-20,1.940264e-20,6.894343e-17,2.171735e-18
라인/Noun,1.4760258e-18,4.4228774e-21,3.3509937e-19,4.1783937e-17,5.892383e-19
상상/Noun,1.05029974e-16,9.464468e-20,4.5292357e-19,1.361861e-17,3.8563694e-18
앤티크/Noun,9.519421e-15,1.9701796e-20,4.8288747e-19,6.519491e-14,2.6131064e-17
속/Modifier,2.356484e-14,3.5115166e-19,8.407616e-17,9.929871e-15,4.72269e-17
반하다/Adjective,9.440333e-15,1.7392753e-19,1.1085628e-17,4.146717e-16,1.6925835e-16
썩다/Verb,2.3467215e-16,1.8520263e-21,7.985684e-18,2.2859662e-17,3.754825e-19
중독/Noun,1.4091397e-15,5.4692443e-19,9.195665e-20,4.3330262e-16,1.3087301e-17
저번/Noun,7.745171e-15,4.1938905e-21,1.86858e-16,5.2590264e-16,1.7634876e-18
네이버/Noun,3.7455265e-19,7.829867e-22,2.2470246e-18,1.4629303e-19,3.5641494e-19
음식점/Noun,7.4269485e-16,2.1482346e-19,6.2553304e-17,7.816317e-15,3.5215812e-17
사랑스럽다/Adjective,3.2410075e-15,4.1324e-21,5.476363e-19,1.4225178e-15,1.03415386e-17
히프/Noun,9.597052e-14,1.5441555e-18,2.500931e-17,7.867294e-14,6.176248e-19
성/Modifier,2.1576333e-16,3.3418283e-19,4.9609396e-18,2.1067274e-16,1.8606826e-18
자마자/Noun,2.7318214e-19,2.7928355e-23,4.6827884e-19,6.406081e-20,2.6579294e-21
낫다/Noun,1.9047088e-15,1.6797166e-19,1.9630689e-19,2.041068e-17,5.116463e-19
태어나다/Verb,4.449915e-16,1.7704616e-21,1.4974522e-18,3.2784187e-18,4.3014814e-19
슬프다/Adjective,1.3665102e-14,1.5125446e-19,9.611111e-16,5.7352296e-15,5.540735e-16
흘리다/Verb,8.256233e-17,2.0689556e-21,9.571774e-17,2.2439176e-16,2.5442607e-18
조/Noun,4.018826e-14,1.1810312e-18,6.155814e-17,4.8062797e-15,7.723478e-17
실제/Noun,1.338913e-16,6.213491e-19,6.36704e-16,7.973425e-16,1.7690138e-17
플레/Noun,7.0229423e-19,5.6906674e-21,6.14053e-22,9.653058e-19,4.1229386e-20
창렬/Noun,2.7603896e-14,6.4555986e-16,1.9735988e-16,1.27978394e-14,7.2989284e-16
연인/Noun,2.1875933e-16,1.1767745e-22,2.833449e-18,2.851321e-16,2.6965965e-20
달기/Noun,6.552153e-14,6.074771e-18,3.794788e-17,1.8147423e-15,9.977404e-16
심플/Noun,1.0059178e-13,2.2990304e-18,2.4574942e-17,1.3674736e-12,3.7122345e-15
살살/Noun,2.5862813e-17,1.2417895e-21,4.006041e-20,3.3008433e-18,6.273148e-20
상관없다/Adjective,2.9377735e-15,9.040887e-19,6.029888e-18,6.954277e-17,4.8018586e-17
프/Noun,7.634636e-16,6.803076e-20,1.4116016e-18,1.7204976e-16,2.0807598e-18
엉/Exclamation,8.2784405e-16,1.2089503e-19,4.5234213e-17,3.3849832e-15,1.0845614e-17
시도/Noun,5.3514274e-17,4.1431151e-22,1.1692058e-18,7.041994e-18,2.4826145e-17
싹수/Noun,6.3609196e-17,2.1513077e-21,8.179555e-17,6.7990395e-17,1.9932676e-19
극/Modifier,6.441721e-17,8.7545713e-20,4.737935e-18,2.0306922e-17,2.6571628e-18
차리다/Verb,6.584233e-15,8.849759e-21,2.9992345e-17,4.1214396e-15,1.2997694e-17
번잡/Noun,1.7805026e-17,2.7621156e-19,4.0262194e-19,6.8410335e-16,5.0523613e-19
터키/Noun,3.683177e-15,1.6669174e-20,3.3574682e-19,5.2396627e-16,2.99537e-17
나이/Noun,6.9493435e-17,9.1231244e-21,1.6912612e-15,2.7513496e-17,4.148562e-19
부탁/Noun,3.8178604e-17,1.0978384e-20,1.4159932e-16,2.8933595e-18,8.234707e-20
강릉/Noun,3.4277413e-18,5.2253977e-21,9.1993496e-20,2.1183136e-18,5.0830745e-21
이디야/Noun,5.816323e-14,7.9481244e-17,1.238581e-15,6.0622334e-15,4.1158734e-17
심심하다/Adjective,2.0929039e-14,5.6011646e-19,4.5226234e-19,2.7571522e-15,1.1864602e-16
햄/Noun,4.8637484e-16,8.916515e-21,7.9504816e-19,5.330381e-17,8.4401917e-19
쟁반/Noun,5.5389966e-18,1.2154877e-21,2.3493253e-18,8.165331e-19,8.009071e-21
키우다/Verb,9.284853e-18,3.2955774e-22,3.2731433e-19,3.2710731e-18,2.130379e-19
넘어가다/Verb,1.6223174e-16,1.4356304e-20,7.37308e-18,4.461367e-18,1.4513631e-19
모델링/Noun,1.0410841e-18,2.1594382e-22,6.450099e-19,1.843669e-18,2.3468062e-20
만점/Noun,5.187024e-15,8.194381e-19,7.833203e-17,8.3300116e-16,9.087917e-18
세/Modifier,5.560572e-17,3.0798434e-21,1.3851705e-18,1.5219572e-17,3.0529424e-19
충실하다/Adjective,2.2867797e-15,7.4997064e-19,4.884081e-19,9.949431e-16,2.0626025e-15
약속/Noun,2.40118e-17,3.4632626e-21,1.1545972e-18,2.4393548e-18,2.261702e-20
서울대/Noun,2.8075237e-15,4.4409692e-20,3.8619465e-19,2.520509e-16,3.9595544e-18
할리스/Noun,1.7239607e-15,5.4573856e-19,8.965232e-18,2.5072097e-15,2.657793e-17
참깨/Noun,6.057953e-16,2.2850123e-20,8.539384e-20,4.951398e-16,6.482809e-19
창고/Noun,2.338296e-15,2.505665e-19,3.1180444e-17,2.4016782e-14,1.552763e-17
기르다/Verb,6.573814e-16,3.168024e-20,6.295113e-18,6.7419386e-16,2.3788873e-18
옷/Noun,5.4609997e-15,1.0571148e-20,1.6439851e-16,3.39311e-14,2.2403667e-17
점주/Noun,3.83507e-17,8.8687565e-20,3.7241578e-18,5.250244e-17,3.085822e-18
워/Noun,3.592136e-16,7.187091e-22,1.3510928e-17,2.950069e-16,1.6582803e-19
싱겁다/Adjective,1.3301619e-16,8.65254e-21,1.7196614e-19,7.477168e-19,4.4831845e-19
머물다/Verb,4.299273e-16,5.596055e-21,4.3886778e-20,5.5963467e-16,2.2577378e-19
인근/Noun,8.355974e-14,1.26789376e-17,9.752925e-18,5.1437072e-14,3.6157685e-16
사악/Noun,3.1538876e-15,1.3809873e-17,4.43092e-19,2.307152e-15,1.1319036e-16
젤라또/Noun,2.1075654e-14,2.570247e-19,3.2293754e-19,5.9930004e-15,1.4602683e-15
역대/Noun,3.620284e-15,5.602402e-20,7.1246774e-14,6.4108575e-17,1.4657352e-18
가로수/Noun,1.721942e-16,1.601812e-20,3.2783508e-21,1.0029793e-16,7.44024e-18
레이/Noun,1.1387074e-16,2.1403145e-21,2.8840358e-19,3.148729e-16,2.1425885e-18
아무/Modifier,1.8620833e-16,4.3649004e-21,1.6251094e-18,1.3189083e-18,4.825468e-19
묵직하다/Adjective,3.105936e-13,2.951539e-19,6.5581286e-18,3.885331e-15,3.1553526e-17
길이/Noun,5.9393798e-15,7.3499087e-19,1.0663472e-16,5.486435e-14,3.923753e-18
욤/Noun,1.3380037e-13,3.472409e-18,3.135302e-14,2.7961276e-13,7.975711e-15
덩어리/Noun,5.5092446e-17,3.484012e-22,6.303637e-20,6.281652e-19,1.1966446e-19
최소한/Noun,1.3864037e-16,4.5125397e-20,1.6962669e-17,5.9888346e-17,4.402631e-19
지르다/Verb,2.4817985e-18,1.3846433e-24,3.3582243e-19,2.7466173e-19,1.0272436e-21
지고/Noun,2.5389396e-17,5.585839e-21,7.643724e-17,1.8754265e-18,3.4134142e-18
남녀/Noun,1.3703979e-16,6.5869835e-19,1.8775963e-17,4.9280906e-15,1.095773e-17
각/Noun,8.4530283e-16,2.3422728e-19,4.885391e-17,4.777053e-15,1.0780277e-17
거고/Eomi,6.7656456e-15,1.7453103e-19,7.525933e-18,6.4453617e-16,1.1219297e-17
찝찝하다/Adjective,2.763583e-17,8.921925e-21,1.04354234e-16,1.492054e-16,4.2995944e-19
이태원/Noun,1.0456156e-14,2.6064435e-19,7.406263e-17,5.1764315e-14,3.207953e-17
조리/Noun,5.9686706e-18,9.508794e-21,1.2870793e-17,4.4375553e-17,6.1164106e-20
팍팍/Adverb,2.1610577e-18,9.6465225e-23,2.4876278e-18,3.7300986e-19,3.187549e-22
비어/Noun,3.380297e-16,1.2550011e-19,2.8234053e-17,2.685044e-16,1.4267335e-17
그동안/Noun,1.5084386e-16,2.8226026e-21,2.5536927e-18,5.3577977e-18,2.798281e-18
하나같이/Adverb,7.258897e-14,1.6091198e-18,8.4967696e-16,1.5983428e-15,4.864788e-16
혀/Noun,5.9731895e-15,9.244867e-21,2.8762053e-17,1.1572484e-16,9.5739605e-18
피해/Noun,7.044956e-16,4.3934687e-20,2.2435653e-17,6.5949133e-16,5.471039e-19
컵케이크/Noun,1.8861924e-14,2.670718e-19,4.8325675e-16,4.943226e-16,1.0985994e-15
주기/Noun,1.1607773e-15,2.2328906e-19,8.2084105e-16,4.902251e-16,3.0588428e-18
형편/Noun,3.0855177e-17,1.9452536e-18,1.8567554e-17,4.9889703e-18,4.2334362e-19
직/Noun,4.086976e-17,2.1434531e-20,2.3459413e-17,3.9594955e-17,6.9309365e-19
행동/Noun,4.254925e-17,6.4455917e-21,6.8599305e-15,3.2246395e-17,7.074431e-20
치아바타/Noun,2.0985472e-15,4.9733843e-20,2.28147e-18,9.3274587e-17,4.0034953e-17
만화책/Noun,1.4489486e-15,2.992192e-19,5.788588e-18,4.6402625e-15,8.682877e-17
스벅/Noun,4.843311e-15,1.0092766e-18,5.5231773e-16,7.858621e-15,2.7362878e-17
곱다/Adjective,4.0618635e-15,4.206633e-19,3.836839e-18,5.9400535e-17,1.7940625e-18
꽂다/Verb,2.940351e-16,6.1247655e-21,1.11945454e-17,7.8519306e-17,1.8889678e-18
화가/Noun,2.1552867e-18,5.931208e-22,1.6697577e-18,8.874107e-19,1.4608097e-21
미숫가루/Noun,1.980168e-15,1.31878116e-20,4.3632733e-19,3.472161e-16,6.725566e-19
스노/Noun,3.1518926e-14,1.356849e-21,1.9940065e-18,5.7684246e-16,1.0832497e-19
프릳츠/Noun,1.3151015e-16,5.662908e-20,2.7525226e-19,2.478629e-18,3.135813e-20
골목길/Noun,9.260209e-16,7.63296e-20,1.9365814e-20,3.3235743e-14,9.041444e-18
질리다/Verb,1.118068e-16,2.0298772e-19,4.6213164e-19,2.3035524e-17,1.4294037e-16
창문/Noun,2.5275955e-16,2.57253e-21,3.0156846e-18,4.106045e-15,1.7129834e-19
크리스마스/Noun,2.4737082e-14,2.404185e-18,3.0045398e-15,2.2255924e-13,3.782188e-16
래서/Noun,3.1375407e-17,3.2013212e-21,4.591339e-19,4.397198e-17,1.5450032e-19
사르르/Noun,4.3861934e-16,1.04860866e-19,1.0950622e-18,9.928454e-18,6.3530314e-19
위주/Noun,9.442026e-15,7.5678134e-20,3.992726e-18,3.792272e-16,4.546445e-18
물씬/Noun,8.0099777e-16,5.5755326e-22,6.585648e-20,1.1222733e-15,8.787331e-19
모으다/Verb,1.4173768e-16,5.9699596e-21,3.207814e-20,6.499208e-17,1.1851292e-18
시대/Noun,4.783993e-18,9.700519e-21,6.22669e-17,6.988099e-18,1.8538732e-19
급/Noun,1.487299e-14,5.9836844e-21,9.021397e-17,2.338143e-16,3.624493e-18
대전/Noun,1.1832912e-13,4.0550008e-17,2.1855487e-17,1.0744822e-14,4.2466735e-16
란/Noun,7.718744e-15,1.2565814e-20,1.3152119e-16,8.078038e-16,3.0445354e-18
베네딕트/Noun,5.971022e-16,2.7358676e-19,1.4042966e-19,3.4429577e-17,4.691592e-16
아무렇다/Adjective,1.0249413e-15,1.0352224e-19,1.09786574e-16,1.596562e-17,1.3114029e-18
도착/Noun,5.950716e-16,6.9981184e-21,3.237458e-17,5.229818e-16,3.400653e-17
던데/Noun,7.5104246e-16,4.7344073e-20,1.2993135e-17,8.2269954e-17,7.420423e-19
공/Noun,1.0512943e-15,2.2562815e-20,2.4616035e-17,2.8265429e-16,3.9869117e-18
똑같이/Adverb,7.0421086e-16,1.1400269e-19,4.3321785e-18,1.5080235e-17,1.6103797e-17
암튼/Adverb,6.4755086e-14,4.577945e-18,1.4288211e-15,5.674443e-13,1.6194856e-16
품질/Noun,1.7363206e-13,2.0300738e-16,3.2902724e-17,1.1030133e-14,3.1008704e-16
행복/Noun,4.7229317e-14,7.577321e-19,6.639817e-17,9.561091e-15,7.648913e-18
적임/Noun,7.194248e-15,4.0014606e-19,2.3688186e-17,2.9301418e-14,4.006614e-16
연한/Noun,4.080266e-15,2.9832339e-19,1.8185303e-18,1.6667946e-15,1.5535145e-18
과자/Noun,4.3858418e-16,2.4651156e-19,8.152539e-19,1.160874e-16,2.1503275e-17
체인점/Noun,5.610032e-14,1.100225e-18,4.4286605e-17,1.1650765e-14,8.662829e-17
거도/Noun,9.392411e-16,3.2105576e-19,4.2187058e-17,3.301363e-16,3.7817245e-17
세우다/Verb,4.0502837e-18,1.5877943e-21,1.2675738e-18,1.7710317e-18,3.5935815e-20
아기/Noun,2.878008e-15,2.5871172e-19,2.0942926e-15,6.582978e-15,1.25193744e-17
돼지/Noun,1.00625545e-17,2.2886403e-21,4.7958437e-21,8.8482773e-20,3.551417e-20
무지/Noun,2.5039432e-13,4.1148513e-18,7.1939705e-16,1.025087e-13,7.2302854e-16
익/Noun,5.6263393e-15,1.4971787e-17,2.4282241e-17,3.9618416e-15,1.4534937e-15
여러/Modifier,1.187936e-17,1.1140074e-22,1.1460453e-17,1.3574011e-16,2.3586543e-19
모로/Noun,5.2631956e-18,1.1767924e-22,2.6642693e-17,2.852888e-16,1.2910119e-19
핑크/Noun,3.1274926e-16,1.4693615e-20,4.764719e-20,1.4816742e-16,3.2669598e-17
셋/Noun,2.948751e-17,5.6817958e-21,6.268732e-17,6.3904943e-17,1.3637994e-18
판/Noun,2.2048109e-15,7.54461e-20,2.3441244e-18,2.9213763e-17,5.5154236e-18
개판/Noun,2.5138546e-16,7.144619e-20,5.5964506e-17,1.0355164e-16,4.377695e-19
화/Noun,1.006855e-16,4.3236036e-21,1.594961e-17,1.3059828e-16,1.4438694e-19
싸우다/Verb,3.210414e-17,6.150517e-22,8.6229114e-15,3.2717862e-17,4.425312e-19
폰/Noun,8.056091e-17,1.4705046e-21,1.08637144e-16,2.986482e-17,2.074451e-18
턱/Noun,6.275216e-17,1.09938055e-20,7.668114e-16,1.02495586e-17,1.7532033e-20
대도/Noun,7.9146996e-15,1.7290302e-17,1.2957144e-18,1.4373767e-15,3.056558e-17
샌드/Noun,1.2245166e-13,2.9446244e-18,7.072469e-18,3.3013096e-14,1.7261651e-15
여태/Noun,1.3646289e-15,7.661925e-21,2.211632e-17,8.2236695e-17,2.479217e-17
저렴/Noun,1.0738507e-15,2.8004186e-17,7.2273794e-19,3.0354236e-16,1.6793532e-17
스프/Noun,1.0848062e-16,1.2619657e-21,1.4377953e-20,4.6198376e-18,1.72918e-19
금액/Noun,2.1465934e-14,7.2103205e-15,1.1507647e-15,1.2960771e-15,8.107762e-17
전시회/Noun,3.1286276e-15,3.5983552e-20,3.06501e-18,2.7640616e-14,2.0379881e-16
겁니다/Verb,1.8542525e-14,3.7919337e-19,5.733237e-16,6.729936e-17,1.7027037e-18
겪다/Verb,8.280998e-16,1.3764148e-20,2.1402966e-15,1.4099658e-18,7.2098355e-20
다쿠/Noun,5.3595845e-15,4.8750694e-20,1.1751984e-17,7.9534316e-17,2.7785526e-16
안다/Verb,4.031082e-16,2.5069353e-20,1.0024471e-17,9.909432e-16,3.7877287e-18
이대/Noun,2.136055e-15,1.1590575e-20,4.3792174e-18,3.4365037e-16,1.1726364e-18
겨우/Noun,1.2216593e-16,1.9386575e-21,5.072678e-19,5.6689255e-17,7.930407e-17
창밖/Noun,4.8633217e-16,2.6853354e-20,1.9193297e-18,4.7298887e-15,2.4113492e-18
늘리다/Verb,1.9940065e-18,6.747766e-20,2.9668138e-18,8.247542e-18,1.7185786e-20
다락방/Noun,1.5179398e-16,7.97623e-22,1.4253396e-19,3.1196418e-15,2.879924e-19
별다방/Noun,2.4420864e-15,9.69028e-20,7.206924e-19,1.3574589e-15,4.931955e-19
호밀/Noun,3.7012002e-14,1.9746727e-19,1.5998655e-18,4.32279e-16,3.3022685e-17
기간/Noun,2.1289523e-16,7.905262e-21,1.5812456e-17,3.644906e-16,4.2936965e-18
뚜껑/Noun,4.8534965e-17,2.793756e-20,5.5523667e-18,7.657262e-18,1.5955244e-20
깜놀/Noun,1.4281924e-14,1.1678456e-19,2.1306897e-17,2.8502023e-15,4.5403808e-17
의심/Noun,2.875525e-17,3.9414942e-21,7.456863e-18,5.262149e-19,6.6963786e-20
비누/Noun,4.1732162e-17,2.4565626e-20,1.2842837e-17,5.237519e-18,8.074197e-21
남편/Noun,9.329353e-15,3.5399068e-20,1.0082919e-17,3.8791263e-15,3.2110387e-17
시큼하다/Adjective,2.251361e-15,1.3427611e-21,1.3107271e-19,3.3295525e-17,5.06446e-19
산모퉁이/Noun,1.6638274e-12,1.8226278e-18,2.6497752e-17,6.866889e-13,2.9838075e-16
타워/Noun,3.0688355e-18,1.7088364e-22,4.9521245e-20,5.525174e-18,8.52145e-21
