,커피/Noun,가격/Noun,직원/Noun,분위기/Noun
덕/Noun,9.0381335e-18,1.261263e-21,2.9091305e-18,8.415798e-17
식물/Noun,1.1042157e-17,7.137525e-23,1.5858347e-19,8.706431e-16
덤/Noun,1.1759856e-13,8.656204e-21,2.0316221e-17,1.2130319e-15
댕댕/Noun,1.2024107e-18,4.376136e-22,7.103098e-19,2.5614125e-16
체리/Noun,8.692891e-16,6.807876e-21,6.34661e-20,2.236037e-18
낡다/Adjective,1.4368864e-18,1.2500588e-22,2.528527e-19,6.220708e-17
다리다/Verb,4.898147e-20,1.1480728e-22,7.053247e-21,9.187631e-21
팬/Noun,4.1398756e-15,1.3444585e-20,1.9308592e-18,4.272446e-15
바글바글/Adverb,1.6677662e-17,3.6360487e-22,1.6039267e-21,7.1688964e-18
대서/Noun,4.028359e-17,1.6115685e-21,2.0914712e-18,1.2630651e-19
이미지/Noun,1.2592465e-17,6.5692663e-19,2.4165771e-20,7.504288e-18
클럽/Noun,1.6749722e-15,7.272064e-21,1.736192e-20,9.8168326e-17
주택/Noun,1.467604e-18,2.2186834e-21,3.1394976e-21,2.5208743e-16
불가/Noun,7.4033816e-17,1.3468036e-21,7.5490467e-19,4.2280965e-18
만해/Noun,5.137456e-16,2.418394e-20,4.3762926e-19,2.9339977e-16
도심/Noun,4.751059e-17,3.7427374e-21,7.7083873e-22,5.838781e-16
거임/Noun,1.4218166e-17,2.0151226e-22,1.1327231e-18,1.7697955e-18
모던/Noun,5.4391276e-15,1.4008396e-20,1.9995365e-18,3.932252e-13
무척/Noun,2.4157157e-16,5.4750212e-21,2.4255037e-16,1.3134177e-15
종일/Noun,9.400292e-17,4.61416e-21,1.7773859e-19,1.9502018e-18
잡고/Noun,6.313724e-19,2.824711e-23,5.0013896e-20,1.5585707e-19
분만/Noun,5.197908e-19,1.1017934e-22,4.3061625e-18,3.687948e-20
천국/Noun,3.612355e-13,6.106924e-19,4.199228e-18,4.3873833e-15
떨기/Noun,5.13177e-18,2.705785e-22,2.4115965e-19,3.01356e-16
랄/Noun,2.0433631e-20,4.948715e-24,9.747284e-23,1.688311e-20
짧다/Adjective,1.9569985e-18,3.3968604e-21,7.8740964e-17,3.089189e-19
놀람/Noun,9.148838e-15,1.0325884e-18,5.744946e-17,1.486492e-16
메리트/Noun,3.6472513e-19,2.2626415e-21,2.0075134e-20,4.1601945e-19
이기다/Verb,1.8335423e-17,3.0484473e-21,7.559817e-21,2.5571936e-17
두운/Noun,5.444678e-20,3.6883524e-22,7.449312e-22,1.16357785e-17
주심/Noun,2.6030495e-16,5.9354177e-22,6.2529655e-18,3.636516e-17
둘이서/Noun,8.927769e-16,3.400779e-19,3.067324e-19,9.243611e-18
식빵/Noun,1.5966297e-16,8.0713244e-23,2.2166288e-20,3.2377034e-18
건강/Noun,3.0536914e-17,3.6631868e-20,2.8007255e-19,6.043247e-17
미안하다/Adjective,5.4633245e-18,5.1223917e-22,5.030366e-17,1.782759e-17
버블/Noun,1.6627222e-17,1.29730564e-20,4.6164155e-20,8.805481e-20
더욱/Noun,4.7332228e-17,6.3261093e-21,9.841682e-19,4.3156064e-16
블로그/Noun,1.31099855e-17,3.542252e-23,2.9110052e-19,2.7297482e-19
휴지/Noun,1.135617e-19,4.572189e-24,3.3715203e-20,3.3434078e-20
제품/Noun,1.1153465e-15,4.855397e-20,5.2370423e-17,4.5310545e-17
셀프/Noun,4.020911e-18,6.621646e-20,1.5638186e-18,2.2984779e-18
마당/Noun,1.02146234e-17,3.2088875e-22,1.9434344e-20,5.892752e-16
심각하다/Adjective,2.4037668e-15,2.0316841e-17,2.6604926e-16,3.6469088e-16
새벽/Noun,3.349887e-16,5.9012597e-22,2.265454e-16,1.4339749e-16
벌레/Noun,2.2355677e-18,8.283528e-23,2.4095721e-20,3.3163422e-18
문/Modifier,3.246026e-18,4.756996e-22,1.0923539e-19,2.2947283e-18
햇살/Noun,1.6996358e-16,4.902217e-22,5.106557e-19,9.456764e-16
밀탑/Noun,7.3546276e-17,9.593723e-21,2.746689e-20,1.0366185e-17
무한리필/Noun,6.455697e-16,1.8635709e-21,8.329872e-19,5.6934394e-16
작품/Noun,1.00476014e-16,2.6810557e-21,2.4271279e-20,3.4502566e-16
반지/Noun,2.44596e-19,2.4396636e-24,3.3351916e-20,7.7703687e-19
도르다/Verb,2.778839e-16,4.676087e-22,4.8191765e-19,2.1884176e-18
입장료/Noun,6.878109e-17,6.8466136e-18,6.34615e-20,3.9291005e-18
샤/Noun,2.8191374e-14,1.1617407e-19,1.8786128e-18,4.6598037e-14
대응/Noun,5.331029e-18,7.2546074e-21,9.492949e-15,2.1514412e-19
개시/Noun,6.0248665e-21,5.124263e-24,2.1860267e-22,1.6099518e-22
빨/Noun,1.4803474e-15,2.1338356e-19,4.5828023e-18,3.967027e-16
잊다/Verb,5.74613e-17,1.835876e-21,2.349611e-19,7.468355e-20
싱글/Noun,7.966762e-17,1.3536172e-22,3.714775e-20,5.798906e-19
슈거/Noun,2.9673616e-15,9.8186856e-21,1.0126472e-18,7.0746e-18
돌다/Verb,1.3335341e-18,1.6694868e-22,2.2106174e-19,9.944407e-19
동반/Noun,1.0025336e-20,3.787905e-24,1.4623216e-20,8.5504057e-19
메인/Noun,1.319827e-14,2.252646e-18,9.023316e-19,3.426518e-15
회전/Noun,1.07954114e-19,3.3073135e-23,1.2387675e-19,2.5743978e-19
꾸준하다/Adjective,9.557316e-19,4.9030424e-21,1.875355e-18,2.2378373e-18
상황/Noun,2.0001095e-17,2.2524204e-20,9.909125e-17,3.0118463e-17
공장/Noun,7.9842607e-16,1.1247042e-21,5.966846e-19,2.698938e-16
곳곳/Noun,4.7347786e-16,7.71248e-21,2.1403596e-17,4.602273e-15
동/Modifier,3.0527508e-15,2.6987796e-19,7.420965e-18,4.9685047e-15
내/Determiner,1.3237944e-15,4.552028e-20,5.2061514e-16,1.2706786e-16
욥/Noun,1.3141562e-12,3.4418528e-18,1.9699582e-16,8.889585e-13
고기/Noun,1.7207912e-18,3.4249226e-23,1.4122622e-21,3.0153137e-20
소음/Noun,8.933343e-19,3.2863033e-20,2.2211766e-18,6.0301185e-18
저만/Modifier,4.716245e-17,5.0151234e-21,4.85794e-18,2.8610256e-18
예의/Noun,9.268075e-19,3.0582178e-22,6.28636e-16,1.0083146e-18
적절하다/Adjective,1.2240203e-15,2.3512688e-20,1.2611874e-19,7.056142e-17
옛/Adverb,1.221449e-17,8.6694476e-23,4.8056082e-20,1.4054019e-17
당/Modifier,9.703643e-18,4.80172e-21,3.248254e-19,9.517736e-18
베이비/Noun,1.6526505e-15,7.60486e-19,2.653313e-19,8.717494e-17
바라보다/Verb,1.323077e-16,9.327572e-23,1.5407362e-19,3.3527364e-17
특징/Noun,6.092092e-15,1.1158428e-18,2.9658504e-19,8.487926e-16
더치커피/Noun,1.8101922e-12,8.515796e-21,2.7810735e-18,1.0701948e-15
브레드/Noun,2.9085356e-15,2.131962e-21,9.968439e-21,4.2761595e-17
욕/Noun,1.3939271e-18,8.885644e-22,1.7632457e-18,5.731628e-20
종이컵/Noun,1.8397138e-18,1.5011061e-19,2.34236e-21,8.091803e-21
씻다/Verb,1.1940182e-19,4.451311e-22,1.3079058e-18,1.609248e-19
레트로/Noun,1.2178346e-16,1.1039986e-21,2.344426e-20,4.6130097e-16
지치다/Verb,2.3598795e-18,8.413241e-22,9.234338e-19,2.6800067e-18
환경/Noun,2.4594647e-16,4.2632692e-20,4.710273e-18,1.8571674e-16
데이/Noun,1.6240884e-16,8.3893454e-19,6.483476e-19,1.9902986e-17
햄버거/Noun,6.0075514e-17,6.7194595e-20,1.4297933e-20,5.735196e-19
체적/Noun,1.9168941e-17,4.6786256e-20,2.745045e-20,2.2569563e-17
중이/Noun,1.4257752e-18,2.1081853e-21,6.6015014e-18,1.6521879e-18
땜/Noun,6.149662e-18,1.1716336e-20,2.6348975e-17,2.534003e-18
넉/Noun,2.5195258e-18,1.0515754e-22,1.6087745e-20,2.0384234e-16
입안/Noun,1.2185781e-16,4.842109e-23,3.6334304e-21,1.0855834e-18
매/Modifier,5.7990887e-17,4.1321615e-22,1.4272172e-18,9.5707105e-18
야채/Noun,1.3032983e-19,4.437917e-22,5.5813446e-21,1.1356474e-19
부탁드리다/Adjective,1.1865688e-16,8.596675e-21,8.745605e-17,4.0396655e-19
베다/Verb,1.6146855e-17,4.0640344e-22,7.1124455e-21,2.8166776e-20
귀/Modifier,1.9617457e-17,1.1128235e-20,1.5072342e-19,3.522495e-17
영어/Noun,2.909294e-20,1.650697e-23,3.957117e-21,1.1393488e-19
여성/Noun,5.9820704e-19,1.2782108e-21,6.317853e-16,1.2489322e-17
겸/Noun,5.128603e-17,5.0524557e-20,7.2152826e-20,8.177532e-16
잡기/Noun,4.4236432e-18,3.1526032e-21,2.9525398e-20,1.6503485e-18
원대/Noun,7.5662624e-18,2.6855943e-18,1.7022278e-20,2.9302032e-18
똥/Noun,8.6518976e-17,6.1719286e-22,1.0875568e-17,2.5762166e-18
당일/Noun,1.0784808e-16,1.8851515e-19,1.1677571e-18,1.1054542e-18
예/Modifier,4.1121562e-16,1.525617e-20,1.8502496e-18,1.5984268e-17
구입/Noun,3.5950424e-16,3.0106143e-19,3.1802775e-20,6.467621e-18
가치/Noun,7.5731885e-19,6.147223e-18,1.6708518e-20,3.3066406e-18
머/Noun,3.882529e-16,1.1736555e-20,1.2076517e-17,6.961682e-17
스피커/Noun,3.0515516e-15,5.760694e-20,3.7841882e-19,6.780415e-14
완전하다/Adjective,4.099329e-16,2.4357923e-19,1.4169699e-18,3.0861076e-16
숨기다/Verb,1.1642623e-16,2.8690123e-20,1.0418345e-19,3.1449732e-15
슈페너/Noun,6.652316e-17,2.7794028e-22,1.31978775e-20,3.564285e-19
생기/Noun,6.474606e-18,2.6700008e-22,4.7022484e-18,4.6978042e-17
냥/Noun,3.7410343e-16,1.7743916e-19,1.3881075e-16,1.2477104e-14
뻔/Noun,4.4957422e-17,1.9612694e-22,1.8086034e-17,1.0804739e-16
애프터눈/Noun,2.1679854e-18,9.917036e-23,8.337906e-21,4.6569907e-20
플라스틱/Noun,2.0429609e-17,1.4448541e-21,9.003648e-19,2.3744968e-20
맛임/Noun,3.0689573e-15,2.7029096e-20,5.046102e-19,5.622321e-17
휴무/Noun,1.3962794e-18,2.7157625e-23,3.734197e-20,9.4786e-19
산책/Noun,3.3422524e-17,4.029642e-21,1.26619525e-20,1.922556e-16
아르바이트/Noun,3.6448887e-18,2.742487e-23,9.275512e-17,5.150534e-20
색/Noun,2.7989354e-16,5.6026764e-21,1.7562164e-19,2.6131477e-16
대요/Noun,5.3892704e-15,6.561378e-19,2.1768121e-17,3.2253053e-16
올려주다/Verb,4.252521e-18,4.9565416e-22,1.0643375e-20,3.5327726e-19
그건/Adverb,4.714739e-15,1.841188e-18,4.1215455e-17,1.4602444e-17
열심히/Adverb,1.1811451e-16,1.9400703e-21,2.9527373e-16,3.4098256e-16
끝내주다/Adjective,5.05075e-16,2.1860217e-19,1.6931233e-19,2.2446977e-15
프라이/Noun,2.2696481e-17,6.498103e-21,2.0779498e-20,1.1219426e-17
미니/Noun,1.5380088e-15,4.929622e-19,5.9603425e-18,6.8220576e-17
달라지다/Verb,7.7872914e-17,4.106802e-20,7.419574e-19,2.108108e-18
연대/Noun,1.9579712e-16,6.593488e-21,5.578009e-19,1.8502585e-16
갖추다/Verb,3.9089223e-16,7.8648917e-22,1.5911082e-17,3.1909655e-16
분리/Noun,3.5316e-19,5.918861e-24,2.9083593e-22,2.6148487e-19
잡히다/Verb,5.343734e-18,3.7766298e-20,7.738451e-19,8.868016e-19
견과류/Noun,7.610174e-18,3.3483056e-22,6.7054013e-20,1.3519376e-18
재고/Noun,5.6470582e-18,6.0176743e-22,1.0382009e-18,7.6402475e-19
스프레드/Noun,1.0749028e-17,1.4060687e-22,1.7978758e-21,3.7563564e-20
혜화/Noun,6.14303e-17,5.9151908e-21,2.1360275e-18,7.736035e-18
달리/Noun,1.2926142e-14,1.2946063e-20,2.5772867e-19,2.6540268e-15
해오다/Verb,3.848626e-17,2.3241415e-20,9.737418e-19,4.6015613e-19
편입/Noun,3.190185e-17,3.484644e-18,1.4575549e-19,9.567325e-16
가운데/Noun,1.4611861e-17,2.1538448e-21,1.9789558e-19,1.3679534e-16
블렌딩/Noun,2.4682506e-14,3.8636815e-21,6.4930266e-20,7.557233e-18
케익/Noun,9.517663e-18,4.2604894e-20,3.0637576e-19,2.3646364e-19
죽다/Verb,5.4825383e-16,4.2848053e-21,1.9684773e-17,5.8910376e-18
곁들이다/Verb,6.8024087e-18,5.231558e-22,5.6094344e-21,5.12815e-18
율/Noun,7.491185e-19,3.448958e-21,4.3086932e-18,1.2830539e-18
마이/Noun,2.7065977e-13,2.7187456e-17,1.6122489e-16,1.0023914e-14
고프다/Adjective,4.4959655e-17,6.325605e-20,3.4405518e-19,1.5766317e-17
짱/Modifier,4.9087073e-16,7.69089e-20,2.8905024e-18,8.564644e-18
질문/Noun,1.3198955e-17,1.2840362e-21,5.105691e-15,4.9037984e-18
를/Noun,2.694999e-15,2.0241297e-21,6.0482e-19,2.5745856e-18
자랑/Noun,2.959323e-16,2.0886805e-18,2.0712576e-17,9.053602e-16
셰이크/Noun,3.885611e-16,1.2159521e-20,9.8283584e-20,1.4480187e-17
누구/Noun,9.073516e-16,8.1258953e-20,2.4877538e-16,1.7163668e-17
시반/Noun,2.1547183e-19,1.248282e-21,6.3797944e-19,3.9820762e-19
씹히다/Verb,2.2637694e-16,1.6082776e-20,1.0938258e-19,7.7142574e-18
기존/Noun,5.7764204e-15,1.1580725e-19,2.2683141e-18,2.4848029e-17
꼬끄/Noun,4.3496656e-18,6.2513823e-21,5.113204e-19,4.308411e-19
부담스럽다/Adjective,1.2146512e-17,2.4327465e-19,1.8606695e-17,1.4530986e-17
호/Noun,1.1336062e-16,3.4120712e-19,3.1445349e-19,2.9768367e-17
참다/Verb,2.1295522e-17,1.1216579e-21,1.3732283e-17,6.5288233e-18
시스템/Noun,4.753958e-18,1.5999754e-18,2.1530115e-17,5.1083916e-18
몰다/Verb,1.4882063e-15,2.0710412e-20,5.9625945e-18,3.4767983e-17
리얼/Noun,4.820287e-16,1.3695007e-21,1.06892356e-19,3.4882876e-18
구역/Noun,8.523845e-16,4.7387258e-20,3.4609437e-18,3.1700263e-15
끝판/Noun,3.900281e-17,9.081492e-21,1.5301787e-15,1.2647387e-18
마주/Noun,6.7762946e-20,2.2228225e-24,1.9817045e-20,9.594309e-21
학생/Noun,5.6326473e-17,6.6863178e-21,1.5322915e-17,1.2026274e-16
안주/Noun,6.940181e-16,9.363486e-20,2.3106174e-19,6.5139004e-17
풀이/Noun,2.7363701e-18,3.191154e-20,8.654067e-19,7.756657e-19
묽다/Adjective,1.865796e-15,3.5544274e-19,6.433313e-20,1.0843914e-18
커피전문점/Noun,4.1546854e-14,3.508877e-20,7.152858e-19,2.394761e-15
카스텔라/Noun,5.085337e-16,1.7162546e-18,6.2292496e-19,2.3887925e-16
부족/Noun,3.1659278e-16,5.578705e-21,6.7066365e-18,7.8643965e-18
난리/Noun,6.887666e-17,5.637386e-21,7.262233e-18,1.1421648e-18
제외/Noun,3.343821e-17,8.757072e-21,1.9777258e-19,4.233812e-17
명성/Noun,4.1661403e-16,1.781367e-15,2.600574e-19,9.756348e-18
문화/Noun,3.6819532e-16,5.42411e-21,2.177083e-20,3.7641099e-16
영화/Noun,7.30491e-18,7.103359e-22,1.1423435e-18,4.66915e-16
오미자차/Noun,1.9060725e-14,2.4924672e-22,6.8057464e-21,2.1644415e-17
여의도/Noun,2.4748902e-16,2.724823e-22,6.4764346e-18,2.821231e-17
묘/Noun,6.566668e-17,1.1258499e-22,3.2656497e-18,6.013373e-18
제조/Noun,1.604291e-17,1.1315306e-19,3.422569e-17,1.883909e-18
여쭈다/Verb,5.108603e-19,1.8989705e-22,5.2898858e-18,9.86746e-21
하나요/Noun,2.5842596e-17,9.871747e-22,1.1763152e-17,1.1839362e-18
맡다/Verb,3.2441725e-16,2.5146717e-22,2.6504815e-18,2.2042032e-17
이색/Noun,2.1469355e-16,2.8651187e-20,5.2443112e-20,5.489489e-15
브륄레/Noun,2.078287e-16,8.0556103e-22,1.854552e-19,6.9132974e-19
속이다/Verb,1.5218601e-15,7.844045e-20,1.6798913e-17,1.4345384e-16
매/Noun,3.291063e-17,1.5268039e-21,2.095817e-17,5.4612205e-18
어딜/Adverb,1.459227e-15,3.5400823e-20,2.1142355e-19,2.6816865e-16
가시/Noun,7.456833e-18,5.1504277e-23,2.2039067e-19,6.9085256e-19
맛나/Noun,4.3708394e-14,2.0831991e-17,2.5030514e-16,3.1463066e-14
롤/Noun,1.0903661e-15,2.4468264e-20,5.4471736e-19,3.0595326e-17
오시/Noun,4.166295e-18,5.6744525e-21,2.5189504e-17,3.6434427e-18
갈리다/Verb,1.3511811e-16,1.0290876e-20,7.822926e-18,3.0987034e-18
빌리다/Verb,6.254475e-16,1.4936845e-21,2.8859411e-18,1.2399182e-16
썩/Noun,3.0528176e-17,7.483495e-21,9.789972e-19,1.7078639e-16
카레/Noun,2.1265661e-16,4.8220982e-20,6.6392023e-19,1.00354194e-16
쏟다/Verb,1.4506608e-18,3.3955353e-23,3.1407601e-18,9.892006e-19
상해/Noun,1.298143e-19,1.8082598e-23,6.7333407e-20,8.3514714e-20
아무튼/Adverb,2.9264652e-15,1.3711847e-20,3.4077174e-17,1.4931763e-15
콘도/Noun,1.684621e-17,9.596977e-22,1.1100893e-19,5.93477e-19
환기/Noun,1.8940041e-18,2.305218e-21,2.4367958e-19,3.1709906e-17
배다/Verb,4.1944775e-16,7.506142e-20,3.736224e-18,4.575887e-17
새우/Noun,1.1451551e-15,6.864363e-20,7.984892e-18,1.8333684e-16
또는/Adverb,9.60822e-15,6.664542e-22,7.815406e-19,9.280751e-17
청/Noun,1.6424869e-16,4.420126e-22,2.5992761e-18,3.542778e-16
끊다/Verb,6.3339424e-18,2.2471411e-21,1.02910526e-16,9.621803e-20
막상/Noun,3.5947644e-18,2.0434031e-19,3.4287988e-19,3.0499992e-18
대체로/Noun,3.7891904e-13,2.2468543e-17,2.0528677e-16,2.8153866e-14
본사/Noun,2.7220783e-16,1.1076988e-20,1.9438746e-17,8.248769e-18
유지/Noun,2.9808138e-17,2.1467005e-21,3.5747972e-19,9.2211415e-18
쌓이다/Verb,2.0182279e-17,1.1246405e-20,4.383245e-18,2.74376e-18
연/Noun,9.347125e-16,5.00912e-21,3.3635996e-17,1.1207712e-16
채광/Noun,3.1894583e-15,9.6509125e-21,9.306879e-17,2.4014688e-13
포기/Noun,4.2456345e-17,2.205512e-20,1.5214573e-18,1.7032828e-17
마리/Noun,8.87374e-18,4.9932657e-21,1.5355257e-19,1.3076122e-17
곳도/Noun,2.2996905e-16,2.6036898e-20,1.2124106e-17,1.2391433e-15
다리/Noun,6.8802046e-18,1.001352e-21,7.328579e-18,6.994767e-18
책상/Noun,6.2480266e-19,1.8509124e-19,1.2665927e-18,2.478366e-17
장님/Noun,2.0267995e-17,2.698724e-22,5.1321448e-17,1.9493187e-16
다크/Noun,3.1130425e-16,8.7302795e-23,1.969307e-21,1.1894407e-18
금요일/Noun,9.402188e-18,5.5608493e-24,1.1881476e-19,5.1335156e-17
어이/Noun,1.9688301e-17,2.6329358e-19,2.7664627e-17,8.754609e-19
한남동/Noun,1.1722848e-15,5.2537103e-17,2.5332688e-18,4.5622613e-15
홍콩/Noun,1.5340654e-15,4.5703523e-19,3.6784676e-18,5.583422e-17
속도/Noun,6.1699873e-18,9.612893e-19,3.7798655e-16,1.8882915e-17
망치다/Verb,7.5484246e-16,6.8339215e-21,3.250898e-17,2.1086879e-17
힘/Noun,1.005689e-14,6.879043e-20,9.2057877e-17,8.376276e-17
글쎄/Noun,1.9848722e-15,6.332182e-17,1.0227491e-17,1.4881326e-15
올/Modifier,1.469914e-16,1.7503108e-19,1.2347108e-18,5.313736e-16
장통/Noun,5.1986983e-20,5.6963054e-24,5.1976275e-20,1.2522425e-18
에이/Noun,1.436444e-16,1.2917353e-20,2.2025199e-19,1.4056217e-17
숍/Noun,5.59833e-17,8.472764e-21,3.5213092e-19,1.00888116e-16
감안/Noun,1.8860967e-16,7.7352005e-20,2.8645627e-19,1.5263585e-17
낫다/Verb,3.0526562e-16,1.06826025e-17,1.3629037e-20,2.1752931e-17
기다림/Noun,4.7074784e-15,3.2117826e-19,3.31657e-18,1.4606178e-17
침/Noun,2.8004627e-16,1.1308736e-21,1.7032114e-17,1.4583136e-16
관련/Noun,1.3397963e-17,5.5157308e-21,2.257146e-17,7.0107984e-17
소개팅/Noun,1.08334166e-17,2.8098403e-21,3.5102174e-19,7.487508e-17
약/Noun,2.0039924e-14,3.4204153e-17,8.974501e-19,1.4974144e-15
우려/Noun,3.4454688e-16,4.637541e-21,7.3700955e-19,1.1745883e-18
가져다주다/Verb,1.5025233e-16,3.1954645e-21,2.050158e-18,6.8348445e-18
높이/Noun,6.236766e-18,2.0050117e-19,6.635655e-20,1.3494695e-18
싸가지/Noun,3.1680389e-18,2.6126712e-22,1.4860895e-16,7.1412157e-19
예상/Noun,5.5472674e-17,6.473933e-20,1.1144682e-19,8.761196e-18
에인절/Noun,1.604861e-16,1.3074849e-21,6.3949747e-19,9.9779265e-18
그날/Noun,4.2455904e-15,8.630426e-20,6.5786245e-18,1.00903124e-16
예민하다/Adjective,1.1294489e-17,8.3204636e-21,8.781811e-17,7.0050234e-17
접/Noun,2.0498854e-17,3.6321707e-20,8.751929e-21,1.6519987e-18
회/Noun,2.3911096e-15,8.991459e-20,5.5569857e-18,1.1082337e-16
노마/Noun,2.274845e-13,2.2245585e-19,1.2899252e-17,1.8986777e-14
공용/Noun,2.5506162e-18,4.5752317e-21,1.895081e-18,2.6299772e-17
온도/Noun,1.5072429e-15,2.45425e-19,2.150795e-17,1.9772232e-16
메뉴인/Noun,7.585832e-17,3.720744e-21,4.6570973e-20,1.6543266e-17
곧/Noun,1.8943972e-15,2.491093e-19,8.856493e-18,3.833626e-15
지나/Noun,3.0437838e-16,9.157988e-22,1.856025e-18,3.5893654e-18
번호/Noun,3.241534e-18,7.2967074e-22,2.2202709e-17,1.2974597e-19
전형/Noun,1.3269944e-16,2.6859002e-19,2.5658497e-18,5.3975977e-17
배달/Noun,3.5781724e-16,1.0665764e-21,3.3709308e-19,1.25951e-18
더블/Noun,5.8840164e-15,2.1523442e-19,6.302675e-20,2.6719947e-17
반죽/Noun,9.582953e-17,3.2860406e-20,7.657196e-20,3.7481422e-19
이동/Noun,3.070204e-19,3.5393362e-22,3.2758398e-20,5.654749e-20
신사동/Noun,1.1537894e-14,2.7241963e-17,1.0406951e-18,1.5022441e-14
보지/Noun,3.7885415e-16,9.118915e-21,2.511735e-17,1.936215e-17
레시피/Noun,5.052237e-15,1.2836505e-19,1.09356e-17,8.8148376e-17
섞이다/Verb,4.8900176e-16,1.7892217e-20,1.5529041e-18,4.6475895e-18
안/VerbPrefix,2.921109e-17,2.153837e-21,4.4853935e-18,2.4900775e-18
문의/Noun,3.035305e-18,2.9138322e-23,7.437147e-18,5.7861124e-19
푸드/Noun,2.5242328e-16,5.1204875e-18,3.1956278e-18,1.238386e-17
성의/Noun,6.6235766e-17,7.397696e-20,2.0759179e-16,2.7328364e-16
미스/Noun,1.02722663e-16,5.526807e-22,1.3514819e-21,2.9910183e-18
아이스티/Noun,2.6221972e-14,1.9283323e-20,2.5626508e-18,9.548039e-16
내주다/Verb,4.5578386e-17,4.2143883e-20,6.419104e-17,4.4815794e-18
작년/Noun,1.1415741e-15,8.991253e-20,8.0081365e-18,7.9720263e-16
마키아토/Noun,5.2542913e-17,1.7915342e-23,2.8997198e-21,9.796916e-20
파트너/Noun,8.589585e-16,5.557232e-21,5.903924e-12,4.559562e-16
어어/Noun,2.7859716e-16,1.3040634e-20,2.8734306e-17,4.5776e-16
파우더/Noun,3.0504097e-16,2.8475992e-19,1.0975468e-17,2.7457782e-20
제한/Noun,3.8825103e-18,2.147316e-20,1.9577216e-19,7.4942724e-19
본점/Noun,1.1836451e-14,8.338147e-17,1.0607918e-18,5.3057964e-16
요구/Noun,2.0046007e-17,7.484351e-21,9.377548e-17,1.0363609e-18
게다가/Noun,4.583926e-16,1.0032566e-20,9.27841e-18,2.0919602e-16
애초/Noun,1.3786306e-15,6.676075e-20,1.4933173e-17,1.5677803e-16
유행/Noun,6.821486e-17,2.9711e-22,2.0871243e-21,4.7410452e-18
힙/Noun,1.673758e-16,1.5956088e-21,7.190714e-21,3.034845e-16
에그/Exclamation,1.9344959e-16,8.054973e-20,1.1183089e-20,5.4072395e-18
새다/Verb,6.583272e-17,1.0456243e-20,1.1563168e-17,8.3915265e-18
시절/Noun,1.1387942e-16,5.2949455e-21,4.6828084e-18,1.9862649e-16
얇다/Adjective,8.682684e-16,1.2569943e-19,1.0280371e-18,2.6989777e-17
퇴근/Noun,2.7317288e-18,2.3152992e-22,1.2567168e-18,4.4766224e-19
블/Noun,7.152732e-16,9.931237e-22,2.8866111e-19,3.115797e-17
데도/Eomi,7.36516e-16,5.9017806e-21,1.011057e-18,2.7680023e-18
옹/Noun,6.3475218e-15,4.954297e-20,5.4115318e-18,6.146666e-16
부드러움/Noun,8.8603204e-16,8.355168e-20,2.581646e-19,3.2205457e-17
내용/Noun,1.5470522e-16,5.330045e-21,1.786696e-15,2.3812775e-16
품/Noun,1.9735222e-17,3.980573e-19,1.4938285e-19,4.721661e-18
어니언/Noun,2.0469964e-15,3.4727615e-21,2.1283816e-18,1.2095011e-16
칸/Noun,1.1580996e-18,3.5063996e-21,6.1874297e-18,3.0714356e-18
베이스/Noun,2.713164e-15,8.331802e-21,4.407603e-20,1.7626463e-19
각종/Noun,1.4411484e-15,3.00121e-20,3.0182857e-18,2.9700342e-15
덮다/Verb,1.2696706e-16,1.371169e-20,4.5898354e-18,4.2897037e-17
지역/Noun,4.355597e-16,6.997912e-19,5.4959495e-20,1.04502376e-17
붙이다/Verb,2.2947283e-18,1.0602153e-22,1.1105729e-18,4.997959e-19
배우다/Verb,6.575667e-17,1.677941e-21,3.2336548e-18,3.2179654e-18
지난/Noun,3.3842455e-16,5.22394e-22,4.68554e-19,9.327129e-19
프레/Noun,1.428477e-16,3.9018057e-21,4.8446867e-19,4.1753484e-18
매너/Noun,1.7695139e-16,3.716958e-20,1.7908423e-14,1.059556e-15
훌륭/Noun,3.2337262e-12,1.9490511e-16,4.1825875e-17,1.872561e-13
출구/Noun,3.5764713e-21,1.0346198e-24,1.0474118e-22,3.3312989e-21
마냥/Noun,1.1139987e-15,7.376979e-21,9.345836e-17,1.7127163e-18
접근성/Noun,2.7234193e-15,4.2442098e-17,2.862543e-18,7.848555e-15
흡연실/Noun,5.7199295e-17,1.3212745e-19,4.0173846e-18,1.4567296e-15
로스/Noun,2.3027282e-16,2.2700964e-19,9.44211e-20,3.207759e-16
팔/Noun,1.10303324e-16,5.368945e-19,1.401574e-17,8.068667e-18
탓/Noun,9.1807135e-17,1.3263598e-19,1.5549263e-17,2.5515796e-18
패션/Noun,3.6673888e-16,6.7090603e-20,1.9855658e-18,3.431079e-17
놀/Noun,2.6182654e-17,3.2371408e-22,1.07866536e-17,1.3401031e-17
심해/Noun,9.778267e-16,6.007683e-19,7.297144e-17,3.1894217e-15
프라푸치노/Noun,4.661106e-16,5.406118e-21,3.2969532e-19,2.4605228e-18
포스/Noun,5.245657e-18,2.6473942e-22,5.9432755e-16,2.6551873e-18
더러/Noun,1.4909258e-18,1.890753e-21,4.412366e-19,1.631893e-18
뜻/Noun,3.661434e-16,1.9031795e-19,5.211297e-16,3.8980665e-16
